Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Thalassinoides,,suevicus,,,Morphotype 2,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/Lobe complex axis,0,,1000,1000,1000,"thin bedded succesions, intercalated with mudstones-plannar-ripple laminated division, convolute laminae",,medium grained sandstone,,,0.25,0.5,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 587040 4798593,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Protopaleodictyon,,,,,Morphotype 3,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/lobe complex off axis,0,,1000,1000,1000,"coarse to fine-grained sandstone beds, planar laminated divisions, flames and convolute laminae",,,fine sand to coarse silt,,0.031,0.25,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 585094 4798337,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Paleodictyon,,,,,Morphotype 3,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/lobe complex off axis,0,,1000,1000,1000,"coarse to fine-grained sandstone beds, planar laminated divisions, flames and convolute laminae",,,fine sand to coarse silt,,0.031,0.25,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 585094 4798337,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Strobilorhaphe,,,,,Morphotype 3,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/lobe complex off axis,0,,1000,1000,1000,"coarse to fine-grained sandstone beds, planar laminated divisions, flames and convolute laminae",,,fine sand to coarse silt,,0.031,0.25,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 585094 4798337,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Ophiomorpha,,annulata,,,Morphotype 3,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/lobe complex off axis,0,,1000,1000,1000,"coarse to fine-grained sandstone beds, planar laminated divisions, flames and convolute laminae",,,fine sand to coarse silt,,0.031,0.25,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 585094 4798337,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Ophiomorpha,,rudis,,,Morphotype 3,"Cummings and Hodgson, 2011",2011,Early Eocene,56-47.8,56,47.8,,,,,Higuer-Getaria Formation,Around 1000 m depth/lobe complex off axis,0,,1000,1000,1000,"coarse to fine-grained sandstone beds, planar laminated divisions, flames and convolute laminae",,,fine sand to coarse silt,,0.031,0.25,Outcrop,1,0,"Basque country, northern Spain",,,Siliciclastic,0,0,0,0,,587040 4798593,UTM: 585094 4798337,,,,,,"Cummings, J. P., & Hodgson, D. M. (2011). An agrichnial feeding strategy for deep-marine Paleogene Ophiomorpha group trace fossils. Palaios, 26(4), 212-224."
Helminthopsis,,,,,,"Loucks and Stephen, 2007",2007,Missisipian,358.9±0.4-323.2±0.4,359.3,322.8,,,,,192 m of core,Deep-water-120-215 m of depth-slope to basinal setting,0,120-215,120-215,120,215,"laminated siliceous mudstone, laminated argillaceous limemudstone (marl), and skeletal argillaceous lime packstones. ",,fine-grained (clay- to silt-size) sediment,,,,,Core sample,0,1,"USA, Texas",,,siliceous mudstone,0,0,0,0,,14 N 688928 3542183,,,,,,,"Loucks, R. G., & Ruppel, S. C. (2007). Mississippian Barnett Shale: Lithofacies and depositional setting of a deep-water shale-gas succession in the Fort Worth Basin, Texas. AAPG bulletin, 91(4), 579-601."
Cosmorhaphe,,,,,,"Loucks and Stephen, 2007",2007,Missisipian,358.9±0.4-323.2±0.4,359.3,322.8,,,,,192 m of core,Deep-water-120-215 m of depth-slope to basinal setting,0,120-215,120-215,120,215,"laminated siliceous mudstone, laminated argillaceous limemudstone (marl), and skeletal argillaceous lime packstones. ",,fine-grained (clay- to silt-size) sediment,,,,,Core sample,0,1,"USA, Texas",,,siliceous mudstone,0,0,0,0,,14 N 688928 3542183,,,,,,,"Loucks, R. G., & Ruppel, S. C. (2007). Mississippian Barnett Shale: Lithofacies and depositional setting of a deep-water shale-gas succession in the Fort Worth Basin, Texas. AAPG bulletin, 91(4), 579-601."
Chondrites,,,,,,"Loucks and Stephen, 2007",2007,Missisipian,358.9±0.4-323.2±0.4,359.3,322.8,,,,,192 m of core,Deep-water-120-215 m of depth-slope to basinal setting,0,120-215,120-215,120,215,"laminated siliceous mudstone, laminated argillaceous limemudstone (marl), and skeletal argillaceous lime packstones. ",,fine-grained (clay- to silt-size) sediment,,,,,Core sample,0,1,"USA, Texas",,,siliceous mudstone,0,0,0,0,,14 N 688928 3542183,,,,,,,"Loucks, R. G., & Ruppel, S. C. (2007). Mississippian Barnett Shale: Lithofacies and depositional setting of a deep-water shale-gas succession in the Fort Worth Basin, Texas. AAPG bulletin, 91(4), 579-601."
Nereites,,,,,,"Loucks and Stephen, 2007",2007,Missisipian,358.9±0.4-323.2±0.4,359.3,322.8,,,,,192 m of core,Deep-water-120-215 m of depth-slope to basinal setting,0,120-215,120-215,120,215,"laminated siliceous mudstone, laminated argillaceous limemudstone (marl), and skeletal argillaceous lime packstones. ",,fine-grained (clay- to silt-size) sediment,,,,,Core sample,0,1,"USA, Texas",,,siliceous mudstone,0,0,0,0,,14 N 688928 3542183,,,,,,,"Loucks, R. G., & Ruppel, S. C. (2007). Mississippian Barnett Shale: Lithofacies and depositional setting of a deep-water shale-gas succession in the Fort Worth Basin, Texas. AAPG bulletin, 91(4), 579-601."
Chondrites,,,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,"Young, F. G. (1972). Early Cambrian and older trace fossils from the southern Cordillera of Canada. Canadian Journal of Earth Sciences, 9(1), 1-17."
Didymaulichnus,,,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Didymaulichnus,,miettensis,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Diplichnites,,,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Planolites,,,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Rusophycus,,didymus,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Rusophycus,,,,,,"Young, 1972",1972,Early Cambrian,541±1-509,542,509,,,,,,moderate deep-marine waters,0,,,,,nterbeded quartzite and shale,,"gray slates and greenish gray inmature, feldespatic, coarse-grained sandstones",,,,,Outcrop,1,0,Canada,,,Siliciclastic,0,0,0,0,,11 N 338113 6042030/10 N 597139 6040190/ 10 N 601822 5817710/ 11 N 330306 5819590,,,,,,,
Gordia,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic-Ordovician and Siluric,485.4±1.9-419.2±3.2,487.3,416,,,Stobo Slate Qu,,,ocean floor trench/ abyssal plain,0,,,,,greywacke-mudstone,,fine-grained blue-gray greywackes,,,,,,0,0,Scotland,,,greywacke-mudstone,0,,,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Chondrites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Stobo Slate Qu,,,ocean floor trench/ abyssal plain,0,,,,,greywacke-mudstone,,fine-grained blue-gray greywackes,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Skolithos,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Stobo Slate Qu,,,ocean floor trench/ abyssal plain,0,,,,,greywacke-mudstone,,fine-grained blue-gray greywackes,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dictyodora,,scotica,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dictyodora,,tenius,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Caridolites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Neonereites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Protovirgularia,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Gordia,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Chondrites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Barlaes,,,ocean floor trench/ abyssal plain,0,,,,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,grey-green laminated mudstone and siltstone and as sole marks on fine turbidite sandstone,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Gordia,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Coulter Craigs,,,ocean floor trench/ abyssal plain,0,,,,,greywacke-mudstone,,fine-grained blue-gray greywackes,,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,0,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dictyodora,,scotica,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Old Cambus,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Caridolites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Old Cambus,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Nereites,,macleayi,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Old Cambus,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Noenereites?,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Ellemford,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dictyodora,,scotica,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Heron's Hole,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Neonereites,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Heron's Hole,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dictyodora,,scotica,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Wedderlie Farm,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Protovirgularia,,,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Wedderlie Farm,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
Dyctiodora,,scotica,,assemblages,,"Benton, 1982",1982,Lower Paleozoic,485.4±1.9-419.2±3.2,487.3,416,,,Brunlaburn,,,ocean floor trench/ abyssal plain,0,,,,,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,"blue-grey or green fine to medium-grained sandstone, with small to large tool marks",,,,,,0,0,Scotland,,,greywacke-mudstone,0,0,1,0,,30 N 484826 6149202,,,,,,,"Benton, M. J. (1982). Trace fossils from Lower Palaeozoic ocean-floor sediments of the Southern Uplands of Scotland. Earth and Environmental Science Transactions of The Royal Society of Edinburgh, 73(2), 67-87."
